date,mean_temp_c,precipitation_mm,streamflow_cms,precip_lag1,precip_3day,precip_7day,temp_3day_mean,temp_7day_mean,streamflow_lag1,streamflow_lag3,streamflow_7day_mean,month,day_of_year,target_next_day_streamflow
2020-02-07,1.7,23.8,73.9,5.0,36.4,105.3,1.2333333333333334,1.3,82.5,126.0,232.55714285714288,2,38,78.6
2020-02-08,3.9,2.4,78.6,23.8,31.2,46.4,2.3333333333333335,1.0714285714285714,73.9,97.4,216.82857142857142,2,39,63.9
2020-02-09,1.8,0.0,63.9,2.4,26.200000000000003,43.5,2.4666666666666663,1.3,78.6,82.5,138.34285714285713,2,40,57.8
2020-02-10,2.3,0.0,57.8,0.0,2.4,42.9,2.6666666666666665,1.542857142857143,63.9,73.9,102.75714285714285,2,41,68.1
2020-02-11,2.6,0.0,68.1,0.0,0.0,38.8,2.233333333333333,2.042857142857143,57.8,78.6,82.87142857142858,2,42,76.3
2020-02-12,5.2,0.0,76.3,0.0,0.0,31.2,3.366666666666667,2.6999999999999997,68.1,63.9,74.60000000000001,2,43,69.3
2020-02-13,3.5,10.6,69.3,0.0,10.6,36.8,3.766666666666667,3.0,76.3,57.8,71.58571428571429,2,44,52.0
2020-02-14,5.8,0.6,52.0,10.6,11.2,13.6,4.833333333333333,3.585714285714286,69.3,68.1,69.7,2,45,47.8
2020-02-15,3.3,11.6,47.8,0.6,22.799999999999997,22.799999999999997,4.2,3.5,52.0,76.3,66.57142857142857,2,46,46.3
2020-02-16,3.8,0.0,46.3,11.6,12.2,22.799999999999997,4.3,3.785714285714285,47.8,69.3,62.171428571428564,2,47,43.4
2020-02-17,3.0,0.0,43.4,0.0,11.6,22.799999999999997,3.3666666666666667,3.8857142857142857,46.3,52.0,59.65714285714285,2,48,40.3
2020-02-18,2.9,0.0,40.3,0.0,0.0,22.799999999999997,3.233333333333333,3.9285714285714284,43.4,47.8,57.59999999999999,2,49,38.0
2020-02-19,3.4,0.0,38.0,0.0,0.0,22.799999999999997,3.1,3.6714285714285713,40.3,46.3,53.628571428571426,2,50,37.1
2020-02-20,4.2,0.0,37.1,0.0,0.0,12.2,3.5,3.7714285714285714,38.0,43.4,48.15714285714285,2,51,37.1
2020-02-21,4.0,0.8,37.1,0.0,0.8,12.4,3.8666666666666667,3.514285714285714,37.1,40.3,43.55714285714286,2,52,51.8
2020-02-22,5.1,11.4,51.8,0.8,12.200000000000001,12.200000000000001,4.433333333333333,3.7714285714285714,37.1,38.0,41.42857142857143,2,53,40.1
2020-02-23,2.7,19.2,40.1,11.4,31.4,31.4,3.9333333333333336,3.6142857142857143,51.8,37.1,42.0,2,54,42.0
