date,mean_temp_c,precipitation_mm,streamflow_cms,precip_lag1,precip_3day,precip_7day,temp_3day_mean,temp_7day_mean,streamflow_lag1,streamflow_lag3,streamflow_7day_mean,month,day_of_year,target_next_day_streamflow
2020-02-24,4.1,0.3,42.0,19.2,30.900000000000002,31.700000000000003,3.9666666666666663,3.7714285714285714,40.1,37.1,41.114285714285714,2,55,38.4
2020-02-25,2.2,1.5,38.4,0.3,21.0,33.2,3.0,3.6714285714285713,42.0,51.8,40.91428571428571,2,56,36.4
2020-02-26,5.1,0.6,36.4,1.5,2.4000000000000035,33.800000000000004,3.7999999999999994,3.914285714285714,38.4,40.1,40.642857142857146,2,57,36.4
2020-02-27,5.4,6.4,36.4,0.6,8.500000000000004,40.2,4.233333333333333,4.085714285714286,36.4,42.0,40.41428571428571,2,58,41.9
2020-02-28,5.2,18.8,41.9,6.4,25.800000000000004,58.2,5.233333333333333,4.257142857142857,36.4,38.4,40.31428571428571,2,59,60.9
2020-02-29,5.3,0.2,60.9,18.8,25.400000000000002,47.0,5.300000000000001,4.285714285714286,41.9,36.4,41.0,2,60,53.4
2020-03-01,1.8,0.0,53.4,0.2,19.000000000000004,27.800000000000004,4.1,4.1571428571428575,60.9,36.4,42.300000000000004,3,61,46.5
2020-03-02,4.1,6.6,46.5,0.0,6.800000000000003,34.1,3.733333333333333,4.157142857142857,53.4,41.9,44.199999999999996,3,62,44.2
2020-03-03,5.7,7.7,44.2,6.6,14.300000000000004,40.300000000000004,3.8666666666666667,4.6571428571428575,46.5,60.9,44.84285714285714,3,63,47.3
2020-03-04,5.9,0.5,47.3,7.7,14.800000000000004,40.2,5.233333333333333,4.771428571428571,44.2,53.4,45.67142857142857,3,64,48.8
2020-03-05,3.2,27.4,48.8,0.5,35.6,61.2,4.933333333333334,4.457142857142857,47.3,46.5,47.22857142857142,3,65,50.0
2020-03-06,4.4,0.0,50.0,27.4,27.900000000000002,42.400000000000006,4.5,4.3428571428571425,48.8,44.2,49.0,3,66,44.1
